DateTime|:|Ip address|:|User|:|Log

2015-08-10 23:27:59|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:39:34|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:42:38|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:42:40|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:42:47|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:45:34|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:46:01|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:46:12|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:54:11|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:54:32|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:59:14|:|127.0.0.1|:|admin|:|hello
2015-08-10 23:59:20|:|127.0.0.1|:|admin|:|hello
